Taxon ID,scientificName,commonName,EPBC_Status,EPBC_Name,EPBC_Effective_Date,ConservationAdviceDate,Family,Genus,NSW_Status,NSW_Name,SA_Status,SA_Name,IUCN_Status,IUCN_Name,NSW,SA
18957,Acacia anaticeps, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia anaticeps,,
8796,Acacia ancistrocarpa,Fitzroy Wattle,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia ancistrocarpa,,
21561,Acacia aneura,Mulga,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia aneura,,
9393,Acacia anfractuosa, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia anfractuosa,,
9451,Acacia angusta, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia angusta,,
8153,Acacia anomala,"Grass Wattle, Chittering Grass Wattle",Vulnerable,Acacia anomala,16-Jul-00,26-Mar-08,Fabaceae,Acacia,,,,,,,,
75010,Acacia anthochaera,Kimberly's Wattle,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia anthochaera,,
13553,Acacia aphylla,Leafless Rock Wattle,Vulnerable,Acacia aphylla,16-Jul-00,3-Jul-08,Fabaceae,Acacia,,,,,Vulnerable,Acacia aphylla,,
21627,Acacia aprepta,Woolly Burr Medic,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia aprepta,,
64821,Acacia aprica,Blunt Wattle,Endangered,Acacia aprica,16-Jul-00,15-Jul-16,Fabaceae,Acacia,,,,,Endangered,Acacia aprica,,
20767,Acacia araneosa,"Spidery Wattle, Balcanoona Wattle",Vulnerable,Acacia araneosa,16-Jul-00,3-Jul-08,Fabaceae,Acacia,,,Endangered,Acacia araneosa,,,,Endemic
5636,Acacia argyraea, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia argyraea,,
20510,Acacia argyrodendron,"Blackwood, Black Gidyea",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia argyrodendron,,
64822,Acacia aristulata,Watheroo Wattle,Endangered,Acacia aristulata,16-Jul-00,3-Jul-08,Fabaceae,Acacia,,,,,,,,
18981,Acacia armitii, ,,,,,Fabaceae,Acacia,,,,,Near Threatened,Acacia armitii,,
65110,Acacia asepala, ,,,,,Fabaceae,Acacia,,,,,Near Threatened,Acacia asepala,,
10179,Acacia assimilis, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia assimilis,,
2037,Acacia ataxiphylla, ,,,,,Fabaceae,Acacia,,,,,Near Threatened,Acacia ataxiphylla,,
64823,Acacia ataxiphylla subsp. magna,Large-fruited Tammin Wattle,Endangered,Acacia ataxiphylla subsp. magna,16-Jul-00,1-Oct-15,Fabaceae,Acacia,,,,,,,,
82665,Acacia atrox,Myall Creek Wattle,,,,,Fabaceae,Acacia,Critically Endangered,Acacia atrox,,,,,Present,
10690,Acacia attenuata, ,Vulnerable,Acacia attenuata,16-Jul-00,,Fabaceae,Acacia,,,,,,,,
19262,Acacia aulacocarpa,"Hickory Wattle, Brown Salwood, Brush Ironbark Wattle",,,,,Fabaceae,Acacia,,,,,"Least Concern, Least Concern","Acacia aulacocarpa, Acacia lamprocarpa",,
64824,Acacia auratiflora,Orange-flowered Wattle,Endangered,Acacia auratiflora,16-Jul-00,,Fabaceae,Acacia,,,,,Vulnerable,Acacia auratiflora,,
12496,Acacia auriculiformis,"Northern Black Wattle, Ear-pod Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia auriculiformis,,
20615,Acacia ausfeldii,"Ausfeld's Wattle, Whipstick Cinnamon Wattle",,,,,Fabaceae,Acacia,Vulnerable,Acacia ausfeldii,,,Near Threatened,Acacia ausfeldii,Present,
55562,Acacia awestoniana,Stirling Range Wattle,Vulnerable,Acacia awestoniana,16-Jul-00,3-Jul-08,Fabaceae,Acacia,,,,,Critically Endangered,Acacia awestoniana,,
13563,Acacia axillaris,"Midlands Mimosa, Midlands Wattle",Vulnerable,Acacia axillaris,16-Jul-00,29-Apr-14,Fabaceae,Acacia,,,,,,,,
14703,Acacia ayersiana,Ayers Rock Mulga,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia ayersiana,,
9226,Acacia bakeri,"Marblewood, Scrub Wattle, White Marblewood, Baker's Wattle, Broad-leaved Hickory",,,,,Fabaceae,Acacia,Vulnerable,Acacia bakeri,,,Least Concern,Acacia bakeri,Present,
74984,Acacia bancroftiorum, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia bancroftiorum,,
10673,Acacia barattensis,Baratta Watle,,,,,Fabaceae,Acacia,,,Rare,Acacia barattensis,,,,
16172,Acacia basedowii,Basedow's Wattle,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia basedowii,,
18662,Acacia baueri subsp. aspera, ,Endangered,Acacia baueri subsp. aspera,15-Nov-23,15-Nov-23,Fabaceae,Acacia,Vulnerable,Acacia baueri subsp. aspera,,,,,Present,
20514,Acacia beauverdiana, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia beauverdiana,,
6703,Acacia betchei,Red-tip Wattle,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia betchei,,
65744,Acacia bifaria, ,,,,,Fabaceae,Acacia,,,,,Endangered,Acacia bifaria,,
2073,Acacia binervata,Two-veined Hickory,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia binervata,,
2890,Acacia binervia,Coast Myall,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia binervia,,
13749,Acacia blakei, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia blakei,,
11404,Acacia blakelyi, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia blakelyi,,
56297,Acacia blayana,Blay's Wattle,Critically Endangered,Acacia blayana,15-Nov-23,15-Nov-23,Fabaceae,Acacia,,,,,,,Present,
55594,Acacia brachypoda,Western Wheatbelt Wattle,Endangered,Acacia brachypoda,16-Jul-00,26-Mar-08,Fabaceae,Acacia,,,,,Endangered,Acacia brachypoda,,
19773,Acacia brachystachya,"Umbrella Mulga, Turpentine Mulga",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia brachystachya,,
20968,Acacia brassii, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia brassii,,
74988,Acacia brumalis, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia brumalis,,
5430,Acacia burrowii,Burrow's Wattle,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia burrowii,,
8575,Acacia bynoeana,"Bynoe's Wattle, Tiny Wattle",Vulnerable,Acacia bynoeana,16-Jul-00,17-Dec-13,Fabaceae,Acacia,Endangered,Acacia bynoeana,,,,,Endemic,
21883,Acacia caerulescens,"Limestone Blue Wattle, Buchan Blue, Buchan Blue Wattle",Vulnerable,Acacia caerulescens,16-Jul-00,1-Apr-16,Fabaceae,Acacia,,,,,,,,
2536,Acacia calamifolia,"Wallowa, Reed-leaf Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia calamifolia,,
3234,Acacia calcicola,"Myall-gidgee, Morthern Myall, Shrubby Mulga, Grey Myall, Shrubby Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia calcicola,,
9945,Acacia cambagei,"Gidgee, Gidga, Gigya, Gidyea, Stinking Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia cambagei,,
17472,Acacia cana,"Broad-leaved Nealie, Cabbage-tree Wattle, Boree",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia cana,,
55213,Acacia cangaiensis,Cangai Wattle,,,,,Fabaceae,Acacia,,,,,Endangered,Acacia cangaiensis,Present,
13594,Acacia cardiophylla,Wyalong Wattle,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia cardiophylla,,
66685,Acacia carneorum,"Needle Wattle, Dead Finish, Purple-wood Wattle",Vulnerable,Acacia carneorum,16-Jul-00,3-Jul-08,Fabaceae,Acacia,Vulnerable,Acacia carneorum,Vulnerable,Acacia carneorum,,,Present,Present
5917,Acacia caroleae, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia caroleae,,
65198,Acacia castanostegia, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia castanostegia,,
7485,Acacia catenulata,Bendee,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia catenulata,,
6836,Acacia celastrifolia,"Glowing Wattle, Celastrus-leaved Acacia",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia celastrifolia,,
65249,Acacia chapmanii subsp. australis, ,Endangered,Acacia chapmanii subsp. australis,18-Aug-06,3-Jul-08,Fabaceae,Acacia,,,,,,,,
55962,Acacia chartacea, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia chartacea,,
14890,Acacia chrysotricha,Newry Golden Wattle,,,,,Fabaceae,Acacia,Endangered,Acacia chrysotricha,,,Endangered,Acacia chrysotricha,Present,
8828,Acacia cincinnata, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia cincinnata,,
8998,Acacia citrinoviridis,"River Jam, Milhan, Wantan",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia citrinoviridis,,
74995,Acacia clandullensis, ,,,,,Fabaceae,Acacia,,,,,Vulnerable,Acacia clandullensis,,
20436,Acacia clunies-rossiae,"Kowmung Wattle, Kanangra Wattle",,,,,Fabaceae,Acacia,Vulnerable,Acacia clunies-rossiae,,,,,Present,
23877,Acacia cochlocarpa subsp. cochlocarpa,Spiral-fruited Wattle,Endangered,Acacia cochlocarpa subsp. cochlocarpa,16-Jul-00,,Fabaceae,Acacia,,,,,,,,
65112,Acacia cochlocarpa subsp. velutinosa,Velvety Spiral Pod Wattle,Critically Endangered,Acacia cochlocarpa subsp. velutinosa,18-Aug-06,1-Oct-08,Fabaceae,Acacia,,,,,,,,
15834,Acacia cognata,"Narrow-leaf Bower Wattle, Bower Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia cognata,,
55598,Acacia colei,Cole's Wattle,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia colei,,
10509,Acacia colletioides,"Pin-bush, Spine Bush, Wait-a-while",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia colletioides,,
11988,Acacia complanata,"Flat-stemed Wattle, Long Pod Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia complanata,,
14501,Acacia concurrens,"Curracabah, Black Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia concurrens,,
18337,Acacia conferta,Crowded-leaf Wattle,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia conferta,,
4041,Acacia confluens,"Wyrilda, Arkaroola Wattle",,,,,Fabaceae,Acacia,,,Vulnerable,Acacia confluens,Least Concern,Acacia confluens,,Present
11458,Acacia conniana, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia conniana,,
19910,Acacia conspersa, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia conspersa,,
10798,Acacia constablei,Narrabarba Wattle,Critically Endangered,Acacia constablei,31-Mar-23,31-Mar-23,Fabaceae,Acacia,Critically Endangered,Acacia constablei,,,,,Endemic,
75096,Acacia convallium, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia convallium,,
6148,Acacia coolgardiensis, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia coolgardiensis,,
20970,Acacia coriacea,"Wirewood, Desert Oak, Dogwood, Wiry Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia coriacea,,
56299,Acacia courtii,"Three Brothers Wattle, Brother Wattle, Northern Brother Wattle",Vulnerable,Acacia courtii,16-Jul-00,26-Mar-08,Fabaceae,Acacia,Vulnerable,Acacia courtii,,,,,Endemic,
14005,Acacia cowleana, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia cowleana,,
15591,Acacia craspedocarpa, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia craspedocarpa,,
10040,Acacia crassa, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia crassa,,
2836,Acacia crassicarpa,"Northern Wattle, Thick-podded Salwood",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia crassicarpa,,
13552,Acacia crassiuscula, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia crassiuscula,,
10689,Acacia cretacea,Chalky Wattle,Endangered,Acacia cretacea,16-Jul-00,17-Dec-13,Fabaceae,Acacia,,,Endangered,Acacia cretacea,,,,Endemic
6557,Acacia cretata, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia cretata,,
10927,Acacia crombiei,Pink Gidgee,Vulnerable,Acacia crombiei,16-Jul-00,1-Oct-08,Fabaceae,Acacia,,,,,,,,
3861,Acacia cultriformis,"Knife-leaf Wattle, Dog-tooth Wattle, Half-moon Wattle, Golden Glow Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia cultriformis,,
3908,Acacia curranii,Curly-bark Wattle,Vulnerable,Acacia curranii,16-Jul-00,1-Oct-08,Fabaceae,Acacia,Vulnerable,Acacia curranii,,,,,Present,
15848,Acacia curvinervia, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia curvinervia,,
18064,Acacia cuspidifolia,"Wait-a-while, Bohemia",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia cuspidifolia,,
15427,Acacia cuthbertsonii, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia cuthbertsonii,,
14775,Acacia cyclops,"Western Coastal Wattle, Rooikrans (South Africa)",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia cyclops,,
20677,Acacia cyperophylla,"Red Mulga, Mineritchie",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia cyperophylla,,
5515,Acacia dallachiana,Catkin Wattle,,,,,Fabaceae,Acacia,,,,,Vulnerable,Acacia dallachiana,,
55214,Acacia dangarensis, ,Critically Endangered,Acacia dangarensis,25-Sep-20,25-Sep-20,Fabaceae,Acacia,Critically Endangered,Acacia dangarensis,,,,,Present,
8226,Acacia dawsonii,"Poverty Wattle, Mitta Wattle, Dawson's Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia dawsonii,,
10832,Acacia dealbata,Silver Wattle,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia dealbata,,
3329,Acacia deanei,"Deane's Wattle, Green Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia deanei,,
3112,Acacia debilis, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia debilis,,
13009,Acacia delibrata, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia delibrata,,
75120,Acacia demissa,"Ashburton Willow, Moondyne Tree",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia demissa,,
19486,Acacia dempsteri, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia dempsteri,,
20600,Acacia denticulosa,Sandpaper Wattle,Vulnerable,Acacia denticulosa,16-Jul-00,26-Mar-08,Fabaceae,Acacia,,,,,,,,
4247,Acacia dentifera,Tooth-bearing Acacia,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia dentifera,,
5685,Acacia depressa,Echidna Wattle,Vulnerable,Acacia depressa,16-Jul-00,3-Jul-08,Fabaceae,Acacia,,,,,,,,
7910,Acacia desertorum, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia desertorum,,
12836,Acacia deuteroneura, ,Vulnerable,Acacia deuteroneura,16-Jul-00,1-Oct-08,Fabaceae,Acacia,,,,,,,,
55949,Acacia didyma, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia didyma,,
9740,Acacia dietrichiana, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia dietrichiana,,
8171,Acacia difficilis, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia difficilis,,
12585,Acacia difformis,"Drooping Wattle, Wyalong Wattle, Mystery Wattle (Vic.)",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia difformis,,
20813,Acacia dimidiata, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia dimidiata,,
6612,Acacia distans, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia distans,,
19683,Acacia dodonaeifolia,"Sticky Wattle, Hop-leaved Wattle, Black Wattle",,,,,Fabaceae,Acacia,,,Rare,Acacia dodonaeifolia,,,,
75086,Acacia donaldsonii,Binneringie Wattle,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia donaldsonii,,
19365,Acacia doratoxylon,"Currawang, Spearwood, Lancewood",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia doratoxylon,,
21224,Acacia drepanophylla, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia drepanophylla,,
13495,Acacia dunnii,"Dunn's Wattle, Elephant-ear Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia dunnii,,
7448,Acacia duriuscula, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia duriuscula,,
75099,Acacia elachantha, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia elachantha,,
8595,Acacia elongata,"Swamp Wattle, Slender Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia elongata,,
20884,Acacia enervia, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia enervia,,
11573,Acacia ensifolia, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia ensifolia,,
17615,Acacia enterocarpa,Jumping-jack Wattle,Endangered,Acacia enterocarpa,16-Jul-00,29-Sep-21,Fabaceae,Acacia,,,Endangered,Acacia enterocarpa,,,,Present
16856,Acacia epacantha, ,,,,,Fabaceae,Acacia,,,,,Vulnerable,Acacia epacantha,,
2146,Acacia ephedroides, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia ephedroides,,
87480,Acacia equisetifolia,a shrub,Critically Endangered,Acacia equisetifolia,18-Aug-06,3-Jul-08,Fabaceae,Acacia,,,,,,,,
14236,Acacia eremaea, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia eremaea,,
6324,Acacia eremophila, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia eremophila,,
9280,Acacia eremophiloides, ,Vulnerable,Acacia eremophiloides,16-Jul-00,29-Apr-14,Fabaceae,Acacia,,,,,,,,
15494,Acacia erinacea, ,,,,,Fabaceae,Acacia,,,Rare,Acacia erinacea,,,,
9896,Acacia eriopoda, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia eriopoda,,
4027,Acacia estrophiolata,"Ironwood, Southern Ironwood",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia estrophiolata,,
65261,Acacia euthyphylla, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia euthyphylla,,
18919,Acacia excelsa,"Ironwood, Rosewood, Doodlallie, Bunkerman",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia excelsa,,
20903,Acacia falcata,"Burra, Sickle-shaped Acacia, Sally, Hickory Wattle, Silver-leaved Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia falcata,,
15476,Acacia falciformis,"Mountain Hickory, Broad-leaved Hickory, Pale Hickory Wattle, Hickory Wattle, Black Wattle, Tanning Wattle, Large-leaf Hickory Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia falciformis,,
5320,Acacia fauntleroyi, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia fauntleroyi,,
8250,Acacia filicifolia,Fern-leaved Wattle,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia filicifolia,,
6965,Acacia fimbriata,"Fringed Wattle, Brisbane Golden Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia fimbriata,,
12164,Acacia flavescens,"Toothed Wattle, Yellow Wattle, Red Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia flavescens,,
3134,Acacia flocktoniae,Flockton Wattle,Vulnerable,Acacia flocktoniae,16-Jul-00,26-Mar-08,Fabaceae,Acacia,Vulnerable,Acacia flocktoniae,,,,,Endemic,
10192,Acacia floribunda,"Gossamer Wattle, White Sallow Wattle, White Sally",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia floribunda,,
65262,Acacia formidabilis, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia formidabilis,,
17235,Acacia forrestiana,Forest's Wattle,Vulnerable,Acacia forrestiana,16-Jul-00,1-Oct-08,Fabaceae,Acacia,,,,,,,,
16374,Acacia frigescens,"Montane Wattle, Forest Wattle, Frosted Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia frigescens,,
20641,Acacia galeata, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia galeata,,
3034,Acacia gardneri, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia gardneri,,
65729,Acacia gemina, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia gemina,,
20582,Acacia genistifolia,"Spreading Wattle, Early Wattle, Broom Wattle",,,,,Fabaceae,Acacia,,,Endangered,Acacia genistifolia,,,,Present
9848,Acacia georgensis,Bega Wattle,Vulnerable,Acacia georgensis,16-Jul-00,29-Apr-14,Fabaceae,Acacia,Vulnerable,Acacia georgensis,,,,,Endemic,
5029,Acacia georginae,"Gidgee, Georgina Gidgee, Georgina Gudyea, Poison Gidyea",,,,,Fabaceae,Acacia,,,Rare,Acacia georginae,Least Concern,Acacia georginae,,
75136,Acacia gibbosa, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia gibbosa,,
8838,Acacia glandulicarpa,Hairy-pod Wattle,Vulnerable,Acacia glandulicarpa,16-Jul-00,29-Sep-21,Fabaceae,Acacia,,,Endangered,Acacia glandulicarpa,,,,Present
31024,Acacia glaucocaesia, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia glaucocaesia,,
17074,Acacia glaucocarpa, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia glaucocarpa,,
12630,Acacia gonocarpa, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia gonocarpa,,
18616,Acacia gonoclada,Ganambureng,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia gonoclada,,
5031,Acacia gordonii, ,Endangered,Acacia gordonii,16-Jul-00,27-Aug-23,Fabaceae,Acacia,Endangered,Acacia gordonii,,,,,Endemic,
55739,Acacia gracilenta, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia gracilenta,,
13253,Acacia gracilifolia,Graceful Wattle,,,,,Fabaceae,Acacia,,,Rare,Acacia gracilifolia,,,,
3566,Acacia grandifolia, ,Vulnerable,Acacia grandifolia,16-Jul-00,29-Apr-14,Fabaceae,Acacia,,,,,,,,
75040,Acacia graniticola, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia graniticola,,
7062,Acacia grasbyi,Miniritchi,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia grasbyi,,
3924,Acacia gunnii,"Ploughshare Wattle, Dog's Tooth Wattle",,,,,Fabaceae,Acacia,,,Rare,Acacia gunnii,,,,
75077,Acacia hadrophylla, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia hadrophylla,,
12290,Acacia hakeoides,"Hakea Wattle, Hakea-leaved Wattle, Western Black Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia hakeoides,,
5286,Acacia hamersleyensis, ,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia hamersleyensis,,
2184,Acacia hammondii,Hammond's Wattle,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia hammondii,,
14928,Acacia handonis,"Hando's Wattle, Percy Grant Wattle",Vulnerable,Acacia handonis,16-Jul-00,1-Oct-08,Fabaceae,Acacia,,,,,,,,
19847,Acacia harpophylla,"Brigalow, Brigalow Spearwood, Orkor",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia harpophylla,,
75084,Acacia havilandiorum,"Needle Wattle, Haviland's Wattle",,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia havilandiorum,,
9070,Acacia helmsiana, ,,,,,Fabaceae,Acacia,,,Rare,Acacia helmsiana,,,,
16134,Acacia hemignosta,Club-leaf Wattle,,,,,Fabaceae,Acacia,,,,,Least Concern,Acacia hemignosta,,
9410,Acacia hemiteles,"Tan Wattle, Broombush",,,,,Fabaceae,Acacia,,,Rare,Acacia hemiteles,,,,
